id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,density1,density2,class1,class2,diff
208,11,8,925.0,962.0,360.0,509.0,0.0533,16,1.75,2.1011133333333336,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,925_928_930_932_933_934_935_936_941_942_943_948_950_951_953_962,360_363_369_404_405_406_411_420_422_435_438_444_445_449_481_509,_2.7417_1.2238_1.3886_1.75_1.2417_1.3275_-1_2.7666_1.566_5.5747_2.1845_2.8609_1.3731_1.1318_2.1418_2.244,0.4210526315789473,0.1066666666666666,4,1,1.0
209,11,8,1103.0,1049.0,1292.0,1448.0,0.1126,14,1.8188,2.065,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1103_1073_1072_1071_1069_1066_1065_1063_1061_1055_1054_1052_1051_1049,1292_1303_1335_1339_1345_1369_1370_1392_1395_1423_1424_1434_1437_1448,_2.2125_1.2039_1.8188_2.1666_-1_1.047_1.4333_1.4877_1.9355_2.8289_3.5116_1.6784_4.326_1.1948,0.2545454545454545,0.0891719745222929,4,1,1.0
210,11,8,1075.0,1088.0,1205.0,1282.0,0.0552,10,1.49105,1.59495,0.7142857142857143,1.0,1.0,1.0,1.0,1075_1076_1077_1078_1079_1082_1083_1085_1087_1088,1205_1206_1216_1218_1226_1231_1236_1265_1273_1282,_1.3288_2.568_1.915_1.2283_1.639_1.3206_1.4607_1.6853_1.2824_1.5214,0.7142857142857143,0.1282051282051282,4,1,1.0
211,11,8,957.0,983.0,545.0,678.0,0.2105,11,1.5686,1.6668,0.875,1.0,1.0,1.0,1.0,957_963_964_965_966_969_978_979_981_982_983,545_552_555_560_581_601_617_635_665_668_678,_-1_2.5762_-1_1.621_1.4847_1.6215_1.2681_1.5686_1.5159_1.5032_1.842,0.4074074074074074,0.0820895522388059,4,1,1.0
212,11,8,1137.0,1090.0,1138.0,1186.0,0.2064,7,2.3866,2.281842857142857,1.0,1.0,1.0,1.0,1.0,1137_1117_1100_1098_1096_1095_1090,1138_1140_1148_1150_1156_1184_1186,_1.434_3.8459_1.5425_1.222_3.0339_2.508_2.3866,0.1458333333333333,0.1428571428571428,4,1,1.0
213,11,8,977.0,971.0,585.0,600.0,0.0715,6,1.30585,1.59215,1.0,1.0,1.0,1.0,1.0,977_976_975_973_972_971,585_587_589_594_596_600,_2.7717_1.3471_-1_0.9852_1.2646_-1,0.8571428571428571,0.375,4,1,1.0
214,11,8,1128.0,1154.0,1703.0,1739.0,0.1459,5,1.5182,1.7600000000000002,0.8,0.8,1.0,1.0,1.0,1128_1134_1135_1151_1154,1703_1724_1725_1727_1739,_1.3857_1.5182_1.1488_1.6654_3.0819,0.1851851851851851,0.1351351351351351,4,1,1.0
215,11,8,1053.0,1057.0,1421.0,1430.0,0.0546,5,2.3519,2.02444,0.8,1.0,1.0,1.0,1.0,1053_1054_1055_1056_1057,1421_1423_1424_1426_1430,_1.3147_2.4573_2.6539_2.3519_1.3444,1.0,0.5,4,1,1.0
216,11,8,1155.0,1108.0,904.0,973.0,0.16,5,2.0338000000000003,2.668175,1.0,1.0,1.0,1.0,1.0,1155_1130_1129_1113_1108,904_921_954_972_973,_1.2518_1.4211_5.3533_-1_2.6465,0.1041666666666666,0.0714285714285714,4,1,1.0
217,12,1,291.0,438.0,1648.0,1995.0,0.0178,73,1.8102,2.0435092307692315,0.9152542372881356,0.9491525423728814,0.9830508474576272,0.9830508474576272,1.0,291_293_297_298_301_302_303_310_314_315_317_318_319_321_322_324_326_328_329_340_342_343_344_345_346_347_348_349_353_354_358_359_361_362_363_366_367_369_371_377_378_379_394_395_396_397_398_400_404_405_407_408_409_410_412_413_414_415_417_418_419_420_421_426_427_428_430_431_432_434_436_437_438,1648_1670_1672_1676_1677_1693_1699_1700_1701_1703_1705_1711_1720_1728_1730_1735_1749_1755_1760_1766_1769_1775_1785_1790_1795_1799_1803_1810_1829_1830_1832_1836_1838_1839_1852_1853_1856_1858_1859_1871_1877_1882_1889_1890_1892_1897_1902_1907_1908_1910_1915_1918_1923_1926_1929_1934_1936_1942_1944_1945_1946_1957_1958_1962_1966_1967_1969_1971_1974_1975_1978_1979_1995,_1.9586_1.2477_1.6306_2.8676_1.3912_2.0599_2.6654_1.2326_3.6459_1.1912_1.7_1.5704_2.3977_1.1817_-1_2.8064_3.0437_4.0671_3.491_1.672_1.3892_2.0421_-1_1.6271_2.4204_2.5353_1.552_2.2533_-1_2.7716_1.6903_-1_-1_2.2005_1.4812_1.7983_1.0477_1.9876_1.7278_-1_2.4894_2.133_1.8187_3.0618_2.1922_1.7167_2.8407_2.9783_1.7709_1.5913_2.3412_1.8102_-1_2.0926_1.5657_1.6547_2.179_1.2442_2.6289_1.7886_1.1784_2.5523_1.2857_-1_1.5435_4.1598_1.261_1.2314_1.6471_1.4452_1.9128_2.599_1.7687,0.4932432432432432,0.2097701149425287,1,1,1.0
218,12,1,223.0,168.0,1992.0,2135.0,0.0079,33,1.60715,1.7590107142857143,0.96,1.0,1.0,1.0,1.0,223_222_221_217_216_214_213_211_209_207_205_204_203_201_197_193_192_191_190_189_188_187_186_184_182_180_179_178_174_171_170_169_168,1992_2000_2003_2007_2008_2012_2019_2021_2028_2029_2032_2035_2042_2056_2070_2075_2080_2083_2086_2087_2090_2091_2095_2097_2102_2107_2109_2110_2115_2126_2132_2134_2135,_1.9203_1.1691_1.8689_1.2074_-1_1.6063_2.6459_2.2276_1.2431_2.3194_-1_1.3724_-1_1.608_1.6133_3.2681_-1_1.5763_2.9051_2.7919_1.2554_1.0424_2.2625_1.4159_1.7103_1.0729_1.5998_1.7461_1.8402_1.337_1.6009_-1_1.0258,0.5892857142857143,0.2291666666666666,1,1,1.0
219,12,1,289.0,269.0,1552.0,1608.0,0.0354,12,1.6214,1.6528363636363637,0.875,0.875,1.0,1.0,1.0,289_288_286_285_283_282_281_276_273_272_271_269,1552_1560_1563_1566_1571_1576_1587_1594_1598_1603_1604_1608,_1.6684_3.5188_1.6214_1.7103_1.1109_-1_2.4874_0.9982_1.0621_1.0944_1.1935_1.7158,0.5714285714285714,0.2105263157894736,1,1,1.0
220,12,1,491.0,456.0,1089.0,1162.0,0.062,10,1.9733,1.932188888888889,0.8888888888888888,1.0,1.0,1.0,1.0,491_490_464_463_461_460_459_458_457_456,1089_1090_1110_1138_1149_1150_1152_1157_1158_1162,_1.4178_2.057_1.9733_-1_1.2478_2.4155_3.4986_1.2912_1.1659_2.3226,0.2777777777777778,0.1351351351351351,1,1,1.0
222,12,1,473.0,494.0,977.0,1102.0,0.2962,8,1.7386499999999998,1.7602624999999998,0.75,1.0,1.0,1.0,1.0,473_478_486_489_490_491_492_494,977_1010_1024_1063_1089_1090_1096_1102,_2.1946_1.1653_1.2845_2.3758_1.5993_1.688_1.9853_1.7893,0.3636363636363636,0.0634920634920634,1,1,1.0
223,12,1,387.0,392.0,2223.0,2241.0,0.0167,5,1.4922,1.4922,1.0,1.0,1.0,1.0,1.0,387_388_389_391_392,2223_2234_2237_2240_2241,_-1_1.4025_-1_-1_1.5819,0.8333333333333334,0.2631578947368421,1,1,1.0
224,12,1,224.0,236.0,1492.0,1514.0,0.2789,5,1.6412,1.8928800000000003,0.6,0.6,0.6,0.8,1.0,224_225_233_235_236,1492_1497_1511_1513_1514,_2.8303_1.5941_1.86_1.6412_1.5388,0.3846153846153846,0.217391304347826,1,1,1.0
226,12,1,475.0,442.0,1387.0,1475.0,0.1623,6,1.38035,1.4717833333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,475_466_452_448_446_442,1387_1399_1437_1464_1468_1475,_1.4834_1.0656_1.6612_2.2544_1.0888_1.2773,0.1764705882352941,0.0674157303370786,1,1,1.0
229,12,1,469.0,488.0,814.0,880.0,0.0463,5,3.50395,3.782825,1.0,1.0,1.0,1.0,1.0,469_470_484_487_488,814_821_854_876_880,_-1_1.3428_2.8855_6.7806_4.1224,0.25,0.0746268656716417,1,1,1.0
230,12,11,1029.0,1112.0,470.0,708.0,0.1766,19,1.69065,1.972175,0.7272727272727273,0.9090909090909092,1.0,1.0,1.0,1029_1044_1045_1047_1050_1058_1066_1073_1074_1075_1076_1077_1081_1082_1084_1085_1087_1110_1112,470_475_484_495_532_565_577_583_588_590_601_605_614_633_635_636_664_684_708,_1.4119_3.521_4.7173_1.2282_2.1497_2.2723_1.0365_1.0142_1.7598_1.0702_-1_2.0041_1.5722_-1_1.6215_2.8767_-1_1.9083_1.3909,0.2261904761904762,0.0794979079497908,2,1,1.0
231,12,11,1128.0,1164.0,141.0,174.0,0.034,11,1.88655,1.765075,0.9090909090909092,1.0,1.0,1.0,1.0,1128_1129_1130_1132_1134_1137_1142_1147_1148_1149_1164,141_142_145_149_151_153_157_167_169_170_174,_-1_1.9181_1.3307_1.0379_1.4131_2.1609_1.855_2.2102_-1_2.1947_-1,0.2972972972972973,0.3235294117647059,2,1,1.0
233,12,11,1042.0,1030.0,404.0,469.0,0.1247,8,2.4135,2.384033333333333,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1042_1040_1038_1034_1033_1032_1031_1030,404_407_438_448_453_461_463_469,_3.0748_2.2125_-1_2.6145_2.7465_-1_1.5339_2.122,0.6153846153846154,0.1212121212121212,2,1,1.0
234,12,11,1188.0,1181.0,1353.0,1395.0,0.0661,5,1.84775,2.17655,0.8,1.0,1.0,1.0,1.0,1188_1187_1184_1183_1181,1353_1355_1374_1378_1395,_1.9338_3.4034_1.6073_1.7617_-1,0.625,0.1162790697674418,2,1,1.0
236,12,11,182.0,219.0,1857.0,1935.0,0.2987,5,2.0887,2.0887,0.6,1.0,1.0,1.0,1.0,182_185_189_195_219,1857_1872_1907_1913_1935,_2.451_1.7264_-1_-1_-1,0.131578947368421,0.0632911392405063,1,1,1.0
237,12,2,623.0,643.0,172.0,228.0,0.1394,5,2.6157,2.3976666666666664,0.2,0.6,1.0,1.0,1.0,623_628_635_638_643,172_206_213_218_228,_2.6157_2.7004_1.8769_-1_-1,0.238095238095238,0.087719298245614,2,1,1.0
238,12,3,167.0,158.0,1066.0,1113.0,0.0114,6,1.4281,1.46084,1.0,1.0,1.0,1.0,1.0,167_164_163_162_159_158,1066_1092_1095_1101_1112_1113,_1.4281_-1_1.7996_1.2427_1.119_1.7148,0.6,0.125,1,1,1.0
239,12,6,789.0,720.0,2080.0,2193.0,0.037,24,1.5,1.623494736842105,0.9090909090909092,0.9545454545454546,0.9545454545454546,0.9545454545454546,1.0,789_787_786_785_784_783_782_780_779_776_775_773_751_750_749_748_747_745_742_741_740_739_721_720,2080_2093_2096_2097_2111_2112_2115_2117_2118_2123_2124_2127_2130_2131_2145_2147_2148_2157_2162_2165_2168_2169_2192_2193,_1.4983_1.3655_0.9596_-1_3.1861_-1_2.9558_1.5185_1.2698_1.1762_-1_2.1634_1.5024_1.0986_1.5_-1_1.1185_1.2567_-1_1.0534_1.8294_1.5359_2.2745_1.5838,0.3428571428571428,0.2105263157894736,2,1,1.0
240,12,6,790.0,825.0,2327.0,2389.0,0.0042,19,1.25675,1.6197500000000002,1.0,1.0,1.0,1.0,1.0,790_793_795_796_797_806_809_810_811_813_814_815_816_817_818_820_821_822_825,2327_2335_2338_2339_2342_2351_2355_2356_2359_2361_2364_2366_2369_2378_2379_2380_2382_2385_2389,_1.1322_1.9408_3.7691_1.7895_1.2515_1.1701_1.5214_2.8485_-1_1.1076_1.262_1.1158_1.0888_1.1292_1.3001_1.1409_1.2094_1.7106_2.668,0.5277777777777778,0.3015873015873015,2,1,1.0
241,12,6,972.0,1043.0,1663.0,1848.0,0.1174,22,1.9781,2.214294117647059,0.7222222222222222,0.7777777777777778,0.8888888888888888,1.0,1.0,972_973_980_984_985_988_991_992_1002_1007_1009_1011_1012_1013_1014_1017_1022_1023_1024_1025_1026_1043,1663_1665_1694_1699_1700_1704_1721_1722_1728_1742_1772_1773_1780_1781_1782_1795_1811_1814_1816_1829_1836_1848,_-1_2.538_1.9781_2.3147_1.5513_1.9059_-1_2.445_1.9497_1.4692_3.4925_2.8039_2.1566_1.3719_2.4458_-1_-1_4.7075_1.4418_1.3719_1.6992_-1,0.3055555555555556,0.1182795698924731,2,1,1.0
242,12,6,737.0,667.0,2237.0,2322.0,0.096,17,1.6189,1.92332,0.8181818181818182,0.9090909090909092,0.9090909090909092,0.9090909090909092,1.0,737_714_713_712_711_710_708_686_684_683_681_680_679_677_676_675_667,2237_2240_2243_2244_2248_2251_2255_2259_2260_2261_2268_2272_2280_2289_2296_2319_2322,_1.2079_1.2873_2.7812_1.4772_2.2432_-1_1.6189_-1_2.639_1.3203_2.535_1.0428_3.6146_1.4447_2.593_1.3121_1.7326,0.2394366197183098,0.1976744186046511,2,1,1.0
243,12,6,715.0,735.0,2175.0,2234.0,0.0596,14,1.3481,1.908372727272727,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,715_716_717_718_719_722_724_725_727_728_730_733_734_735,2175_2181_2183_2184_2189_2199_2213_2214_2215_2219_2223_2228_2231_2234,_-1_1.3425_3.3467_3.6561_1.3277_1.4218_1.0242_1.2363_1.6928_3.3606_-1_1.3481_-1_1.2353,0.6666666666666666,0.2333333333333333,2,1,1.0
244,12,6,952.0,864.0,1938.0,2035.0,0.1236,14,1.3844500000000002,1.4491416666666666,1.0,1.0,1.0,1.0,1.0,952_949_948_937_934_931_898_880_872_871_868_867_865_864,1938_1945_1950_1961_1975_1979_1999_2020_2024_2025_2026_2027_2034_2035,_-1_1.4209_-1_1.6481_1.105_1.3216_2.1569_1.5073_1.3217_1.348_1.1537_1.1937_1.4313_1.7815,0.1573033707865168,0.1428571428571428,2,1,1.0
245,12,6,925.0,962.0,1924.0,2006.0,0.1895,12,1.75685,1.6928875000000003,0.9090909090909092,1.0,1.0,1.0,1.0,925_927_928_929_943_953_955_956_957_958_960_962,1924_1931_1933_1934_1950_1981_1983_1988_1990_1992_1999_2006,_1.6101_1.0992_1.9036_2.0499_-1_1.9446_1.0445_2.5575_-1_1.3337_-1_-1,0.3157894736842105,0.144578313253012,2,1,1.0
248,12,6,668.0,674.0,2307.0,2319.0,0.0612,6,1.27695,1.5317333333333334,1.0,1.0,1.0,1.0,1.0,668_669_670_671_672_674,2307_2310_2314_2315_2316_2319,_0.9838_1.2303_1.0299_1.6476_2.9752_1.3236,0.8571428571428571,0.4615384615384615,2,1,1.0
249,12,6,833.0,843.0,1362.0,1399.0,0.0178,5,1.8551,1.85558,1.0,1.0,1.0,1.0,1.0,833_835_838_842_843,1362_1364_1381_1398_1399,_2.3644_1.2992_1.8551_2.5651_1.1941,0.4545454545454545,0.131578947368421,2,1,1.0
251,12,7,658.0,499.0,17.0,416.0,0.0267,75,1.69095,1.9070848484848484,0.8636363636363636,0.9242424242424242,0.9393939393939394,0.9848484848484848,1.0,658_657_656_655_654_651_650_649_648_647_645_643_642_640_639_638_635_634_633_628_627_626_625_623_616_615_614_611_609_608_606_603_602_599_598_596_595_594_593_592_591_590_589_587_581_580_576_574_567_565_564_563_551_549_547_545_544_543_541_540_539_538_525_524_520_518_516_513_512_506_505_503_502_501_499,17_21_22_23_24_27_32_35_39_40_46_59_60_61_63_65_71_74_75_77_80_83_85_110_116_117_121_132_150_155_169_176_180_186_192_199_201_202_203_210_211_214_217_224_229_233_259_273_282_287_291_292_308_322_323_325_326_327_332_340_345_353_354_358_359_364_368_372_380_383_389_390_393_394_416,_2.0843_1.9769_1.5196_1.4804_-1_2.8388_1.5798_1.3998_1.2291_1.5914_1.697_1.4704_-1_2.5568_4.3594_1.8271_2.7175_1.2992_1.0267_3.6614_1.9908_1.4923_2.1022_1.9709_-1_1.7074_1.6218_0.83_1.1648_1.6549_1.6781_3.184_1.2824_2.3399_2.0557_-1_1.3186_2.0457_0.9924_1.378_1.8046_1.0466_1.215_1.6612_1.6136_1.2576_1.9063_-1_1.3779_2.9706_-1_2.5326_1.4365_2.3512_1.7606_-1_1.4373_1.3269_1.3461_-1_2.6426_2.8688_1.5108_-1_2.1713_4.0759_3.5548_2.2324_1.8285_1.5502_1.0261_1.6849_2.477_1.9352_2.139,0.46875,0.1875,2,1,1.0
252,12,7,19.0,54.0,511.0,601.0,0.0506,14,1.5395,1.748925,0.9090909090909092,0.9090909090909092,1.0,1.0,1.0,19_21_22_23_24_25_28_32_33_34_35_37_50_54,511_521_530_531_534_535_557_561_568_572_582_586_594_601,_1.286_-1_3.0263_1.5861_2.2199_2.3212_-1_1.4239_1.4929_1.4403_1.1879_2.0524_1.3367_1.6135,0.3888888888888889,0.1538461538461538,1,1,1.0
253,12,7,57.0,77.0,429.0,502.0,0.0886,11,1.6315,1.6271374999999997,0.9,1.0,1.0,1.0,1.0,57_58_59_64_71_72_73_74_75_76_77,429_430_449_478_482_485_490_492_495_501_502,_-1_1.4454_-1_1.8485_1.9636_1.5303_1.476_1.7449_1.2757_1.7327_-1,0.5238095238095238,0.1486486486486486,1,1,1.0
255,12,7,55.0,38.0,601.0,667.0,0.1624,8,1.7498,1.781842857142857,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,55_49_44_43_42_40_39_38,601_602_613_620_637_661_663_667,_1.6653_-1_1.9583_1.3485_1.9012_1.7224_2.1274_1.7498,0.4444444444444444,0.1194029850746268,1,1,1.0
256,12,7,617.0,624.0,90.0,111.0,0.1362,6,1.81045,1.9119,1.0,1.0,1.0,1.0,1.0,617_618_620_621_622_624,90_95_99_103_105_111,_1.4642_2.7413_1.3433_1.9812_1.6397_2.3017,0.75,0.2727272727272727,2,1,1.0
257,12,9,1030.0,1044.0,2693.0,2700.0,0.0155,5,2.4598,2.783466666666667,0.2,0.6,1.0,1.0,1.0,1030_1031_1033_1034_1044,2693_2695_2698_2699_2700,_-1_2.4598_3.7747_2.1159_-1,0.3333333333333333,0.625,2,1,1.0
258,13,1,181.0,262.0,1641.0,1975.0,0.0294,39,1.78815,1.8699406250000004,1.0,1.0,1.0,1.0,1.0,181_182_183_185_186_187_189_195_196_197_198_199_200_204_206_207_208_210_211_212_216_219_220_221_222_223_225_226_229_230_231_250_251_252_257_258_260_261_262,1641_1648_1670_1672_1675_1676_1697_1701_1703_1705_1706_1731_1736_1766_1794_1795_1799_1803_1807_1810_1816_1829_1830_1831_1838_1839_1841_1843_1871_1882_1884_1893_1896_1914_1936_1950_1973_1974_1975,_-1_1.6307_0.7345_1.375_2.0528_2.6769_2.0803_2.255_1.5077_1.594_1.8226_1.5869_1.6395_1.4208_1.8273_2.2433_3.1697_1.7669_2.3237_-1_-1_-1_-1_1.8094_-1_2.9763_1.4869_1.5225_2.2432_2.3046_1.9838_1.1632_1.7534_-1_2.6186_1.9727_1.1576_1.5648_1.5735,0.4756097560975609,0.1164179104477611,2,1,1.0
259,13,1,152.0,179.0,1492.0,1555.0,0.056,9,1.135,1.7473888888888889,0.75,0.75,0.75,0.875,1.0,152_153_156_157_158_159_160_178_179,1492_1497_1508_1523_1527_1530_1536_1554_1555,_3.741_1.0954_1.0513_1.0972_1.135_1.5399_1.8746_1.0525_3.1396,0.3214285714285714,0.140625,2,1,1.0
260,13,1,253.0,233.0,2225.0,2269.0,0.039,8,2.1561,2.490214285714285,1.0,1.0,1.0,1.0,1.0,253_249_243_241_240_237_236_233,2225_2240_2242_2244_2257_2261_2262_2269,_2.1561_4.1183_1.686_3.7479_3.1772_-1_1.3581_1.1879,0.3809523809523809,0.1777777777777777,2,1,1.0
261,13,1,149.0,136.0,2035.0,2134.0,0.0342,8,1.5671,1.5675199999999998,1.0,1.0,1.0,1.0,1.0,149_148_147_146_145_144_142_136,2035_2042_2060_2075_2083_2088_2107_2134,_1.5538_-1_1.5671_-1_1.8525_-1_1.0942_1.77,0.5714285714285714,0.08,2,1,1.0
263,13,12,66.0,70.0,244.0,260.0,0.0212,5,2.8359,2.7450666666666663,0.5,1.0,1.0,1.0,1.0,66_67_68_69_70,244_245_258_259_260,_2.1352_-1_2.8359_3.2641_-1,1.0,0.2941176470588235,2,1,1.0
264,13,7,29.0,59.0,429.0,504.0,0.1023,9,1.94215,1.9345125,0.75,1.0,1.0,1.0,1.0,29_34_35_38_41_54_55_57_59,429_430_449_478_489_491_492_502_504,_2.1989_1.4068_2.4322_1.6854_1.003_1.6365_2.8897_-1_2.2236,0.2903225806451613,0.1184210526315789,2,1,1.0
265,13,7,13.0,27.0,530.0,601.0,0.2481,6,1.631,1.9109166666666664,0.75,0.75,1.0,1.0,1.0,13_14_17_18_20_27,530_541_547_558_568_601,_1.6936_3.2577_1.549_1.5374_1.5684_1.8594,0.4,0.0833333333333333,2,1,1.0
266,14,7,45.0,95.0,259.0,422.0,0.0903,20,1.6189,1.974431578947368,0.9411764705882352,0.9411764705882352,0.9411764705882352,1.0,1.0,45_49_50_51_52_53_54_57_58_59_60_62_63_68_70_72_73_75_92_95,259_279_282_283_285_287_292_318_324_325_331_338_345_353_354_358_359_377_386_422,_2.1852_1.1316_1.3971_1.1497_1.6189_2.2399_3.6237_1.467_2.2307_-1_1.0717_1.4204_3.0601_2.0103_1.5485_3.016_2.7515_3.2622_1.0993_1.2304,0.392156862745098,0.1219512195121951,3,1,1.0
267,2,1,1419.0,1463.0,2544.0,2694.0,0.0033,31,1.5597,1.655825925925926,1.0,1.0,1.0,1.0,1.0,1419_1422_1424_1425_1426_1427_1431_1433_1434_1435_1436_1437_1438_1439_1440_1442_1443_1444_1445_1446_1447_1448_1450_1452_1453_1454_1455_1458_1459_1460_1463,2544_2545_2549_2550_2556_2557_2560_2563_2581_2585_2586_2587_2589_2591_2598_2617_2625_2627_2628_2634_2636_2642_2643_2661_2662_2667_2668_2673_2678_2683_2694,_1.2689_0.8146_-1_1.6726_1.5597_1.5685_0.9817_2.9119_2.2672_1.4857_2.0866_1.56_1.4621_1.3316_2.295_1.9784_1.461_1.2491_1.2083_-1_1.0346_2.1713_-1_2.0949_-1_1.7638_1.3839_3.0875_1.0538_1.8432_1.1114,0.6888888888888889,0.2052980132450331,1,1,1.0
268,2,1,871.0,688.0,210.0,460.0,0.086,36,1.58905,1.699634375,0.9032258064516128,0.935483870967742,0.967741935483871,1.0,1.0,871_868_861_859_857_856_838_823_817_816_815_793_792_790_781_772_770_769_733_732_731_728_724_723_722_720_713_712_709_707_706_703_702_700_697_688,210_214_215_220_223_232_246_249_255_256_257_258_262_263_272_273_275_282_298_300_326_328_336_337_338_343_354_363_364_365_368_380_383_414_452_460,_1.3508_0.8844_1.941_2.3352_1.5616_1.4521_2.6426_1.3518_2.1938_1.8171_1.9311_2.9993_1.6673_1.4884_1.6217_1.4505_1.7449_1.2892_-1_1.6165_1.939_-1_1.7405_1.7661_1.2998_1.2976_1.4376_-1_-1_3.6732_1.2157_1.2491_1.2533_1.3404_1.7242_1.1125,0.1956521739130435,0.1434262948207171,1,1,1.0
269,2,1,1.0,30.0,2452.0,2537.0,0.0053,21,1.7303,2.0686263157894738,1.0,1.0,1.0,1.0,1.0,1_5_7_9_10_12_14_15_16_18_20_21_22_23_24_25_26_27_28_29_30,2452_2459_2462_2468_2471_2481_2486_2488_2490_2494_2496_2498_2501_2507_2508_2509_2516_2530_2531_2534_2537,_1.6514_1.4221_2.6268_-1_4.2968_2.4925_2.3093_1.7303_3.4799_1.8483_1.6745_2.0827_1.3025_1.6771_1.5098_1.7002_1.5115_1.3645_-1_1.7692_2.8545,0.7,0.2441860465116279,3,1,1.0
270,2,1,525.0,621.0,8.0,102.0,0.0668,20,2.1518,2.079921052631579,0.9411764705882352,0.9411764705882352,1.0,1.0,1.0,525_534_539_541_544_545_546_548_549_550_553_560_577_580_581_582_583_584_592_621,8_11_12_14_19_22_26_35_36_38_41_61_65_70_71_76_77_78_88_102,_2.5792_2.9766_2.1518_1.8177_1.1143_2.5065_1.6033_2.2905_1.4339_1.0958_3.3767_2.5428_1.4542_1.2743_-1_3.4565_1.6607_2.216_1.4155_2.5522,0.2061855670103092,0.2105263157894736,1,1,1.0
271,2,1,670.0,694.0,175.0,209.0,0.0313,12,2.2369,2.276618181818182,0.9090909090909092,1.0,1.0,1.0,1.0,670_671_673_674_679_680_681_682_683_686_687_694,175_180_182_184_185_189_196_197_201_203_204_209,_3.7347_2.4149_1.4442_2.9589_1.5869_2.8533_1.7527_2.286_1.5546_2.2197_-1_2.2369,0.48,0.3428571428571428,1,1,1.0
272,2,1,883.0,920.0,1218.0,1278.0,0.11,9,1.894,1.8244,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0,883_897_898_899_900_902_904_919_920,1218_1223_1224_1260_1265_1267_1268_1277_1278,_1.9241_2.1478_-1_1.8015_-1_-1_-1_1.894_1.3546,0.2368421052631578,0.1475409836065573,1,1,1.0
274,2,1,1465.0,1482.0,2277.0,2338.0,0.0568,7,1.66955,1.9205000000000003,1.0,1.0,1.0,1.0,1.0,1465_1472_1475_1476_1477_1481_1482,2277_2290_2311_2314_2334_2337_2338,_-1_1.1513_2.9227_1.9159_2.999_1.4232_1.1109,0.3888888888888889,0.1129032258064516,1,1,0.819672131147541
276,2,1,905.0,937.0,1328.0,1365.0,0.1199,5,1.8385,1.88672,1.0,1.0,1.0,1.0,1.0,905_908_913_928_937,1328_1338_1339_1347_1365,_1.5911_1.8385_2.6574_1.915_1.4316,0.1515151515151515,0.131578947368421,1,1,1.0
278,2,10,1906.0,1776.0,1597.0,1928.0,0.0682,43,1.7077,1.8872743589743584,0.918918918918919,0.918918918918919,0.945945945945946,0.945945945945946,1.0,1906_1886_1882_1880_1879_1877_1875_1874_1873_1872_1866_1865_1862_1860_1859_1857_1845_1837_1826_1821_1819_1816_1815_1814_1811_1809_1807_1806_1805_1804_1802_1801_1799_1797_1796_1795_1794_1793_1792_1791_1790_1787_1776,1597_1628_1629_1644_1645_1652_1655_1658_1663_1668_1671_1674_1680_1696_1704_1708_1711_1739_1752_1765_1784_1797_1808_1809_1823_1829_1833_1847_1850_1854_1862_1863_1876_1888_1901_1904_1908_1914_1916_1917_1918_1921_1928,_1.6475_2.136_-1_-1_1.7248_1.4363_1.4263_2.3662_1.8955_-1_-1_3.1009_1.8025_1.3805_2.291_1.7473_1.1961_1.3207_1.5038_2.5546_2.4134_1.8231_1.4118_1.6526_1.9862_2.3266_1.7077_1.4094_1.4131_2.0207_2.6401_2.957_3.7644_1.6055_1.0158_1.758_1.5278_1.5827_1.1435_1.1419_1.3511_0.9784_4.4429,0.3282442748091603,0.1295180722891566,3,1,1.0
279,2,10,2006.0,1960.0,309.0,603.0,0.0066,34,1.95685,2.0045,0.8695652173913043,0.9565217391304348,1.0,1.0,1.0,2006_2005_2002_1999_1998_1997_1996_1995_1994_1993_1992_1990_1989_1988_1986_1985_1984_1982_1981_1980_1979_1978_1976_1975_1974_1973_1971_1970_1969_1968_1967_1966_1964_1960,309_322_343_361_365_366_367_369_373_375_382_414_430_432_436_461_463_464_470_490_495_496_497_523_524_540_566_567_568_570_575_576_578_603,_-1_1.491_2.7169_1.3023_-1_1.6046_2.2433_2.2785_1.4246_1.8323_1.5674_2.4302_1.6453_2.0292_2.2389_1.5688_2.0439_1.741_2.2121_1.8514_1.1205_2.6555_1.5177_-1_1.3211_3.1224_1.465_2.6707_2.7899_3.1074_1.8845_2.1847_-1_2.0739,0.723404255319149,0.1152542372881356,3,1,1.0
